PsFluSBW25_00001	1500
PsFluSBW25_00002	1104
PsFluSBW25_00003	1104
PsFluSBW25_00004	2418
PsFluSBW25_00005	723
PsFluSBW25_00006	933
PsFluSBW25_00007	2280
PsFluSBW25_00008	771
PsFluSBW25_00009	537
PsFluSBW25_00010	2055
PsFluSBW25_00011	954
PsFluSBW25_00012	558
PsFluSBW25_00013	888
PsFluSBW25_00014	312
PsFluSBW25_00015	1374
PsFluSBW25_00016	1311
PsFluSBW25_00017	954
PsFluSBW25_00018	507
PsFluSBW25_00019	792
PsFluSBW25_00020	1095
PsFluSBW25_00021	558
PsFluSBW25_00022	978
PsFluSBW25_00023	933
PsFluSBW25_00024	819
PsFluSBW25_00025	1569
PsFluSBW25_00026	915
PsFluSBW25_00027	1515
PsFluSBW25_00028	951
PsFluSBW25_00029	330
PsFluSBW25_00030	960
PsFluSBW25_00031	621
PsFluSBW25_00032	1149
PsFluSBW25_00033	1311
PsFluSBW25_00034	441
PsFluSBW25_00035	810
PsFluSBW25_00036	1227
PsFluSBW25_00037	897
PsFluSBW25_00038	327
PsFluSBW25_00039	216
PsFluSBW25_00040	228
PsFluSBW25_00041	1002
PsFluSBW25_00042	432
PsFluSBW25_00043	240
PsFluSBW25_00044	423
PsFluSBW25_00045	1044
PsFluSBW25_00046	660
PsFluSBW25_00047	543
PsFluSBW25_00048	2052
PsFluSBW25_00049	276
PsFluSBW25_00050	666
PsFluSBW25_00051	753
PsFluSBW25_00052	1785
PsFluSBW25_00053	1299
PsFluSBW25_00054	1059
PsFluSBW25_00055	732
PsFluSBW25_00056	1548
PsFluSBW25_00057	648
PsFluSBW25_00058	1128
PsFluSBW25_00059	1587
PsFluSBW25_00060	552
PsFluSBW25_00061	888
PsFluSBW25_00062	204
PsFluSBW25_00063	765
PsFluSBW25_00064	585
PsFluSBW25_00065	1080
PsFluSBW25_00066	900
PsFluSBW25_00067	636
PsFluSBW25_00068	771
PsFluSBW25_00069	675
PsFluSBW25_00070	1008
PsFluSBW25_00071	2142
PsFluSBW25_00072	720
PsFluSBW25_00073	789
PsFluSBW25_00074	786
PsFluSBW25_00075	483
PsFluSBW25_00076	843
PsFluSBW25_00077	954
PsFluSBW25_00078	291
PsFluSBW25_00079	2778
PsFluSBW25_00080	642
PsFluSBW25_00081	627
PsFluSBW25_00082	636
PsFluSBW25_00083	879
PsFluSBW25_00084	2055
PsFluSBW25_00085	813
PsFluSBW25_00086	1788
PsFluSBW25_00087	1347
PsFluSBW25_00088	285
PsFluSBW25_00089	165
PsFluSBW25_00090	468
PsFluSBW25_00091	1332
PsFluSBW25_00092	1230
PsFluSBW25_00093	612
PsFluSBW25_00094	939
PsFluSBW25_00095	804
PsFluSBW25_00096	1149
PsFluSBW25_00097	1032
PsFluSBW25_00098	1383
PsFluSBW25_00099	1659
PsFluSBW25_00100	768
PsFluSBW25_00101	1308
PsFluSBW25_00102	1962
PsFluSBW25_00103	321
PsFluSBW25_00104	309
PsFluSBW25_00105	321
PsFluSBW25_00106	186
PsFluSBW25_00107	216
PsFluSBW25_00108	1494
PsFluSBW25_00109	1437
PsFluSBW25_00110	321
PsFluSBW25_00111	1122
PsFluSBW25_00112	900
PsFluSBW25_00113	1182
PsFluSBW25_00114	1221
PsFluSBW25_00115	1532
PsFluSBW25_00116	77
PsFluSBW25_00117	76
PsFluSBW25_00118	2889
PsFluSBW25_00119	110
PsFluSBW25_00120	110
PsFluSBW25_00121	1881
PsFluSBW25_00122	459
PsFluSBW25_00123	3372
PsFluSBW25_00124	948
PsFluSBW25_00125	768
PsFluSBW25_00126	699
PsFluSBW25_00127	894
PsFluSBW25_00128	1026
PsFluSBW25_00129	852
PsFluSBW25_00130	849
PsFluSBW25_00131	627
PsFluSBW25_00132	921
PsFluSBW25_00133	1536
PsFluSBW25_00134	1059
PsFluSBW25_00135	1446
PsFluSBW25_00136	705
PsFluSBW25_00137	2169
PsFluSBW25_00138	1605
PsFluSBW25_00139	255
PsFluSBW25_00140	411
PsFluSBW25_00141	2079
PsFluSBW25_00142	210
PsFluSBW25_00143	891
PsFluSBW25_00144	1443
PsFluSBW25_00145	633
PsFluSBW25_00146	1497
PsFluSBW25_00147	2481
PsFluSBW25_00148	1998
PsFluSBW25_00149	1341
PsFluSBW25_00150	483
PsFluSBW25_00151	1725
PsFluSBW25_00152	8196
PsFluSBW25_00153	219
PsFluSBW25_00154	690
PsFluSBW25_00155	819
PsFluSBW25_00156	135
PsFluSBW25_00157	450
PsFluSBW25_00158	441
PsFluSBW25_00159	789
PsFluSBW25_00160	417
PsFluSBW25_00161	474
PsFluSBW25_00162	291
PsFluSBW25_00163	588
PsFluSBW25_00164	612
PsFluSBW25_00165	582
PsFluSBW25_00166	681
PsFluSBW25_00167	363
PsFluSBW25_00168	651
PsFluSBW25_00169	1623
PsFluSBW25_00170	573
PsFluSBW25_00171	594
PsFluSBW25_00172	222
PsFluSBW25_00173	1257
PsFluSBW25_00174	1833
PsFluSBW25_00175	210
PsFluSBW25_00176	2157
PsFluSBW25_00177	843
PsFluSBW25_00178	2889
PsFluSBW25_00179	273
PsFluSBW25_00180	285
PsFluSBW25_00181	162
